naam gen,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BHLHE22,30.86519774,-1.217075475,1.375562639,-0.884783753,0.376273274,0.545585017
BHLHE23,0.101893482,-1.999591134,3.510398289,-0.569619447,0.568935835,NA
BHLHE40,2677.351736,-0.760920913,0.449335307,-1.693436731,0.090372368,0.206359901
BHLHE41,726.2955787,-0.691550121,0.711089285,-0.972522207,0.330790823,0.49918912
BHMT,36.95460967,-1.411619982,0.859277772,-1.642798207,NA,NA
BHMT2,275.2524493,-0.925636445,0.397712477,-2.327401072,0.019943929,0.069630887
BICC1,1870.117499,0.635625142,0.393747442,1.614296562,0.106463115,0.230476458
BICD1,737.4504546,1.017230273,0.479662712,2.120719931,0.033945378,0.103586914
BICD1P1,0.281308743,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
BICD2,1303.511117,-0.238089212,0.22399161,-1.062938081,0.287810032,0.454618096
BICDL1,94.55226785,0.773203891,0.528659634,1.462574106,0.143583953,0.283289178
BICDL2,12.48543126,-1.158399409,1.270337784,-0.911882984,0.36183032,0.531161348
BICRA,191.0576276,-1.418308106,0.453936228,-3.12446555,0.001781284,0.010811512
BICRAL,907.4393692,0.420146575,0.351946192,1.193780709,0.23256376,0.395588535
BID,395.2867433,0.153026077,0.366482271,0.417553833,0.676273357,0.794819417
BIK,9.839633548,3.472530239,1.558474597,2.228159667,0.02586987,0.084408334
BIN1,900.7636534,-1.718992691,0.359527374,-4.781256767,1.74E-06,3.69E-05
BIN2,445.7872255,1.703041246,0.390014958,4.366604954,1.26E-05,0.000198748
BIN2P1,0.560825158,2.079997024,3.42948075,0.606504942,0.544179501,NA
BIN2P2,6.588656324,-5.31196803,3.075770291,-1.727036653,NA,NA
BIN3,312.5680394,-0.021808549,0.413762614,-0.052707877,0.957964663,0.977125917
BIRC2,873.6998337,0.61248151,0.642741986,0.952919715,0.34063075,0.509587544
BIRC3,1056.027411,3.136019533,0.874654449,3.58543827,0.000336513,0.002890877
BIRC5,41.46725681,-0.623166589,1.075579193,-0.57937769,0.562334354,0.70700452
BIRC6,6729.944014,2.029838031,0.406752224,4.990355088,6.03E-07,1.48E-05
BIRC6-AS2,55.91707589,1.996133894,1.241104378,1.608352954,0.107757899,0.232455345
BIRC7,89.17756238,-7.987694462,2.953709413,-2.704292584,NA,NA
BIRC8,0,NA,NA,NA,NA,NA
BIVM,828.5467194,0.513607899,0.296876609,1.730038283,0.083623436,0.195516848
BIVM-ERCC5,106.4656913,9.659531234,1.438626687,6.714411264,1.89E-11,1.77E-09
BLACAT1,2.807299477,0.626262399,1.766177801,0.35458627,0.722899563,0.827196235
BLCAP,745.6398282,0.366435514,0.441059143,0.830808111,0.40608204,0.573130431
BLID,31.39383622,2.383592834,1.259787651,1.892059215,0.058483092,0.152870263
BLK,58.93854454,1.929058376,1.254607358,1.537579358,0.124151498,0.255966985
BLM,146.0804218,0.035925782,0.611024434,0.058795983,0.953114608,0.97435288
BLMH,493.6583486,0.052792923,0.310824073,0.169848244,0.865129485,0.920030666
BLNK,681.4995908,1.150655781,0.490398906,2.346366942,0.018957434,0.067247899
BLOC1S1,246.8202309,-2.793768299,1.178853924,-2.369902023,0.0177928,0.064095868
BLOC1S2,394.4138929,-0.226103806,0.450543032,-0.501847305,0.615774934,0.750045345
BLOC1S2P1,0,NA,NA,NA,NA,NA
BLOC1S3,249.6302678,-1.438124339,0.404515977,-3.555173149,0.00037773,0.003159213
BLOC1S4,87.51156796,-0.623857988,0.464891787,-1.341942374,0.179614681,0.33056629
BLOC1S5,345.9771989,0.280045679,0.435347386,0.643269463,0.520049267,0.672629887
BLOC1S5-TXNDC5,426.5626008,4.274009588,2.255631625,1.894817195,0.058116624,0.152231657
BLOC1S6,14073.81398,-0.311541518,0.306412923,-1.016737528,0.309278308,0.477261836
BLOC1S6P1,38.47781586,-0.980663468,0.527703424,-1.858361011,0.063117765,0.161218143
BLVRA,563.3541062,-0.549786078,0.47578051,-1.155545606,0.247867068,0.412601129
BLVRB,420.2278034,-1.99437928,0.695463693,-2.867697192,0.004134711,0.020887254
BLZF1,465.1863336,0.706803994,0.496149755,1.424577937,0.154279241,0.297934508
BLZF2P,6.898642849,4.754318208,1.862461276,2.552707146,0.010688933,0.043459753
BMERB1,878.3860451,-2.354377967,0.422216971,-5.576227693,2.46E-08,9.78E-07
BMF,378.4339256,-1.066870559,0.77279343,-1.380537822,0.167421113,0.31525258
BMI1,1032.628499,-0.812564199,0.548756011,-1.480738586,0.138676247,0.276534223
BMI1P1,0.273535485,-0.145529879,3.453463708,-0.042140266,0.966386881,NA
BMP1,898.3260453,-0.689461476,0.526756752,-1.308880186,0.190574939,0.344347414
BMP10,2.169786225,-0.021421049,2.2649938,-0.009457443,0.992454165,NA
BMP15,0.163585981,0.655091054,3.469333198,0.188823332,0.850231285,NA
BMP2,178.7932813,-2.779217127,0.513007034,-5.417502965,6.04E-08,2.08E-06
BMP2K,3749.974839,1.828942582,0.537286148,3.404038215,0.000663975,0.004973325
BMP2KL,81.41388012,1.479863324,1.449832788,1.020713103,0.307390385,0.475517167
BMP3,39.62491339,-1.213226039,0.95503425,-1.270348199,0.203960626,0.36107347
BMP4,236.4859985,-2.046404489,0.497475535,-4.113578147,3.90E-05,0.000503742
BMP5,357.6699159,-1.09478924,1.03286099,-1.059957971,NA,NA
BMP6,399.3796309,-0.675171648,0.635501609,-1.062423191,0.28804361,0.454784682
BMP6P1,0.203786964,-2.435806626,3.505680231,-0.694817116,0.487169921,NA
BMP7,87.98556764,-1.396563403,0.832900367,-1.676747255,0.093591916,0.211243968
BMP8A,164.6804477,-1.309223022,0.451328589,-2.900820055,0.003721875,0.019235478
BMP8B,111.0247954,0.831744558,0.368695173,2.25591388,0.024076025,0.080155596
BMPER,230.9223112,-1.103642218,1.090515707,-1.012036976,0.311520374,0.47997873
BMPR1A,1081.073305,0.06293544,0.383849376,0.163958687,0.869763667,0.922998443
BMPR1AP1,28.08940676,1.4755562,1.492748026,0.988483102,0.322916106,0.49170843
BMPR1AP2,0,NA,NA,NA,NA,NA
BMPR1B,139.6901914,0.424140074,0.670382401,0.632683783,0.526940162,0.678812501
BMPR2,3177.189665,0.654736545,0.301451073,2.171949625,0.029859463,0.094397943
BMS1,980.3864492,-0.067903189,0.356817297,-0.190302402,0.849072172,0.909609394
BMS1P1,1130.127433,1.872335794,0.474604209,3.945046753,7.98E-05,0.00090439
BMS1P10,62.7621812,0.053454422,0.924981062,0.057789747,0.953916105,0.974791575
BMS1P11,5.4602855,1.384213476,2.114198671,0.654722517,0.512646425,0.666383537
BMS1P12,7.688649626,5.807933252,1.933441789,3.003934892,0.002665124,0.014839402
BMS1P13,5.30165172,2.460776411,2.09083567,1.176934393,0.239221693,0.403471607
BMS1P15,0.780607938,1.850892974,2.562799401,0.722215314,0.47016211,NA
BMS1P16,0,NA,NA,NA,NA,NA
BMS1P17,81.29953778,2.340803202,1.251627,1.870208299,0.061454898,0.158498151
BMS1P19,0.286070006,1.283284448,3.447609461,0.372224424,0.709725762,NA
BMS1P2,332.9523691,2.450156091,0.754821796,3.246006016,0.001170364,0.007765684
BMS1P21,3.661314551,1.880954347,1.816882902,1.035264488,0.300545409,0.468023658
BMS1P22,12.66523123,1.910643842,1.645243743,1.161313544,0.245514414,0.410282106
BMS1P23,1025.099971,-0.648606836,0.457004311,-1.419257589,0.155823932,0.300001116
BMS1P3,52.05703631,1.35479449,1.03775005,1.30551137,0.191718778,0.345787491
BMS1P4,144.8227782,1.75561243,0.649983998,2.701008694,0.006912953,0.031093475
BMS1P7,22.13660555,1.252622401,1.317316613,0.950889398,0.341660524,0.510825525
BMS1P8,5.973150855,-0.7031629,1.437360072,-0.48920442,0.624696981,0.75650368
BMS1P9,0.407573928,-2.983751976,3.498337419,-0.852905715,0.393711592,NA
BMT2,346.9136884,0.864312655,0.372169234,2.322364598,0.020213312,0.070398817
BMX,65.53069171,2.474140199,1.330891447,1.859009767,0.063025754,0.161218143
BNC1,11.17565137,1.917309066,1.019490176,1.880654772,0.060018896,0.155924008
BNC2,2139.648653,0.82795344,0.411991418,2.00963759,0.04446956,0.125520746
BNIP1,91.46018153,-0.164081796,0.769464212,-0.213241621,0.831138506,0.89867524
BNIP2,2037.490765,0.222997239,0.305997899,0.728754149,0.466152063,0.626177036
BNIP3,390.0969883,-0.002917338,0.396530998,-0.00735715,0.994129896,0.996841093
BNIP3L,2688.902628,1.06933147,0.426329596,2.508227157,0.012133864,0.047743035
BNIP3P1,6.100839743,-2.498022946,1.862381846,-1.341305464,0.179821297,0.33073119
BNIP3P10,13.64268121,0.535610353,1.097784111,0.487901353,0.625619716,0.757299145
BNIP3P11,8.011333539,3.082070699,1.986983881,1.551130197,0.120870486,0.251375463
BNIP3P13,3.17069672,2.999414694,1.90790902,1.572095242,0.115928465,0.244292714
BNIP3P15,0.170990237,0.699685671,3.467478826,0.201785132,0.840084706,NA
BNIP3P16,16.3408641,-2.279389231,1.176201831,-1.937923553,0.05263255,0.141988961
BNIP3P17,8.93046929,-0.354521071,1.546690475,-0.229212681,0.818703617,0.891006573
BNIP3P18,0.057214001,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
BNIP3P19,1.107837183,-2.628039015,3.414253381,-0.769725829,0.441462545,NA
BNIP3P2,0,NA,NA,NA,NA,NA
BNIP3P20,3.437192653,-1.773845774,2.000254335,-0.886810114,0.375181142,0.544568449
BNIP3P22,3.837745874,1.982300038,2.405328546,0.824128596,0.409866493,0.576601128
BNIP3P23,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
BNIP3P24,5.562805522,2.961784212,1.616607426,1.832098606,0.066936731,0.168219244
BNIP3P25,19.25018896,2.021181926,1.455929247,1.38824186,0.16506341,0.312317264
BNIP3P26,15.98616768,0.867228996,1.336749715,0.648759439,0.516493878,0.669736589
BNIP3P27,8.971349121,0.997932993,1.658717764,0.601629171,NA,NA
BNIP3P28,49.61392569,-0.125782749,0.416201485,-0.302216003,0.762487406,0.854254898
BNIP3P29,2.3576507,1.762126249,2.290999605,0.769151703,0.441803258,NA
BNIP3P3,1.617449432,2.977547514,2.614041791,1.13905888,0.254678597,NA
BNIP3P30,4.225932054,2.859900408,1.639852315,1.743998763,0.081159306,0.191393896
BNIP3P31,0,NA,NA,NA,NA,NA
BNIP3P32,0.713254373,-3.640293499,3.465628894,-1.050399108,0.293534656,NA
BNIP3P33,6.343675976,-3.310085047,2.340547728,-1.414235227,0.157292848,0.301853907
BNIP3P34,0.101893482,-1.999591134,3.510398289,-0.569619447,0.568935835,NA
BNIP3P35,0.109057321,0.215271148,3.490791878,0.061668285,0.950826997,NA
BNIP3P36,0.831678869,1.913274286,3.408304952,0.561356543,0.574554503,NA
BNIP3P37,25.01546276,-0.733418166,1.096647329,-0.668782157,0.503634451,0.658589596
BNIP3P38,0.226248939,1.015531615,3.455784736,0.293864257,0.768861631,NA
BNIP3P39,2.461563031,2.388322428,2.974574858,0.802912195,0.422025487,NA
BNIP3P4,21.74076561,3.102143763,1.383336262,2.242508816,0.024928506,0.082129789
BNIP3P40,19.25374653,3.532711863,1.279029435,2.76202546,0.0057444,0.026761119
BNIP3P41,3.219540089,4.55296666,3.381518122,1.346426811,0.178164909,0.328837372
BNIP3P42,17.81983864,1.913908106,1.504604701,1.272033847,0.203361093,0.360364099
BNIP3P5,12.89813923,1.499209315,1.615794028,0.927846798,0.353487045,0.522939471
BNIP3P6,0,NA,NA,NA,NA,NA
BNIP3P7,0,NA,NA,NA,NA,NA
BNIP3P8,5.284010962,3.855589276,1.974203429,1.952984793,0.050821397,0.138472987
BNIP3P9,0.107508976,-0.950287172,3.51487684,-0.270361442,0.786882201,NA
BNIP5,10.27153329,-7.377092178,3.29006666,-2.242231827,NA,NA
BNIPL,47.21352653,-1.327349363,0.556017251,-2.387244928,0.016975178,0.061798077
BOC,1072.727339,-0.415354489,0.584756877,-0.710302873,0.477516339,0.635509163
BOD1,262.3548058,-0.228926727,0.590229637,-0.38786044,0.698119315,0.810525841
BOD1L1,3632.347317,0.616738703,0.236799032,2.604481523,0.009201338,0.038828674
BOD1L2,0.261897544,-0.876377103,3.474219704,-0.252251492,0.80084668,NA
BOD1P1,0.05452866,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
BOD1P2,0,NA,NA,NA,NA,NA
BOK,199.4403548,-3.286111841,0.441623794,-7.440975529,9.99E-14,1.56E-11
BOLA1,25.30745801,-4.029402342,0.957726814,-4.207256476,2.58E-05,0.00035767
BOLA2,104.3651223,-10.72210299,2.936132961,-3.65177706,0.000260432,0.002357662
BOLA2-SMG1P6,168.7776591,1.057539759,0.810373526,1.305002847,0.191891878,0.346030967
BOLA2B,17.69903075,0.68872185,1.423955575,0.483668074,0.628621455,0.759687447
BOLA2P1,0,NA,NA,NA,NA,NA
BOLA2P2,12.73768422,0.386693612,1.210217121,0.319524162,0.749329072,0.843926365
BOLA2P3,0.882784185,0.79125805,3.4035386,0.232480998,0.816164444,NA
BOLA3,49.65596115,-0.942027424,0.882274191,-1.067726375,0.285643957,0.452307407
BOLA3P1,0.285418239,1.280821037,3.447678251,0.371502485,0.710263306,NA
BOLA3P2,0,NA,NA,NA,NA,NA
BOLA3P3,0,NA,NA,NA,NA,NA
BOLA3P4,0.335837403,0.531166523,3.474777493,0.152863464,0.878505949,NA
BOLL,3.660749364,1.305538244,1.751227942,0.745498751,0.455970266,0.617174064
BOP1,296.7098444,-2.911548991,0.484072908,-6.014691053,1.80E-09,1.00E-07
BORA,95.19439611,2.499956028,0.934481646,2.675232883,0.007467736,0.033000705
BORCS5,565.4336153,0.489231108,0.332084694,1.473211856,0.140693919,0.279161713
BORCS6,88.66261675,-2.411951027,0.920757694,-2.619528506,0.008805141,0.037509311
BORCS7,364.6460077,-0.234104792,0.483566533,-0.484121162,0.628299884,0.759482958
BORCS7-ASMT,38.29586897,1.287959811,3.151559685,0.40867378,0.682779078,0.798898267
BORCS8,984.7435089,-2.971300311,0.420628703,-7.063950445,1.62E-12,1.81E-10
BORCS8-MEF2B,38.39683591,-0.367937138,0.816661763,-0.450537977,0.652322577,0.776702488
BORCS8P1,0,NA,NA,NA,NA,NA
BPGM,303.5182724,1.280768061,0.379741153,3.372739695,0.000744243,0.005417837
BPHL,255.6361122,-0.676147275,0.443817409,-1.52348074,0.127638476,0.261529814
BPI,9.52783948,0.764626882,1.803860525,0.423883594,0.67165071,0.791491932
BPIFA1,5.028501524,-3.561686042,3.31377166,-1.074813357,0.282458299,0.449404407
BPIFA2,0,NA,NA,NA,NA,NA
BPIFA3,9.252918083,3.981331423,1.415685203,2.812299949,0.004918861,0.023724829
BPIFA4P,1.713192224,-0.07688032,2.255560823,-0.034084791,0.972809536,NA
BPIFB1,21.43137494,0.653510154,0.905027197,0.722088967,0.470239781,0.62986101
BPIFB2,2.996339585,-5.59328797,3.405180661,-1.642581856,0.100469477,0.221697754
BPIFB3,2.309035023,-5.195683619,3.41201484,-1.522761143,0.127818475,NA
BPIFB4,0,NA,NA,NA,NA,NA
BPIFB5P,0.050946741,-1.671625818,3.514876906,-0.475585878,0.634369439,NA
BPIFB6,0,NA,NA,NA,NA,NA
BPIFB9P,7.314249021,1.639093102,1.599920487,1.024484101,NA,NA
BPIFC,0,NA,NA,NA,NA,NA
BPNT1,172.3271022,-0.200765757,0.501346604,-0.400453009,0.688822887,0.803888765
BPNT2,1650.311779,1.158623039,0.260481313,4.448008283,8.67E-06,0.000146824
BPNT2P1,8.153263126,-3.544728978,2.146142555,-1.651674521,NA,NA
BPTF,3713.67948,0.2909676,0.221060608,1.316234506,0.188095346,0.341041474
BPTFP1,97.83618251,2.38416959,1.227556683,1.942207332,0.052112006,0.140966122
BPY2,0,NA,NA,NA,NA,NA
BPY2B,0,NA,NA,NA,NA,NA
BPY2C,0,NA,NA,NA,NA,NA
BPY2DP,0,NA,NA,NA,NA,NA
BRAF,1803.371594,0.395061541,0.186699837,2.116025103,0.034342673,0.104511378
BRAFP1,14.77194157,0.854929997,1.4068497,0.607691068,0.543392388,0.692003629
BRAP,387.3023709,0.35706689,0.421495433,0.847142964,0.39691544,0.56484883
BRAT1,517.9455731,-1.512923338,0.417092177,-3.627311714,0.000286387,0.002544069
BRCA1,287.5102705,-0.867081632,0.467501617,-1.854713653,0.063637128,0.162108212
BRCA1P1,1.74424659,1.64409684,3.173948025,0.517997405,0.60446008,NA
BRCA2,411.7073858,2.405248528,0.433961309,5.542541409,2.98E-08,1.13E-06
BRCC3,357.8412203,0.067337497,0.339706238,0.198222728,0.842870806,0.905690935
BRCC3P1,5.029926025,1.854809865,1.653401561,1.121814511,0.261941315,0.427541575
BRD1,869.7764155,-0.595633843,0.355334296,-1.676263309,0.093686628,0.211433807
BRD2,1531.163541,-1.631215338,0.322979699,-5.050519715,4.41E-07,1.13E-05
BRD3,784.3456512,-0.72191449,0.351732814,-2.052451351,0.040125818,0.116832461
BRD3OS,434.0584533,-0.417213502,0.345458102,-1.207710862,0.227158499,0.389250026
BRD4,1693.421679,-1.162994422,0.384023261,-3.028447855,0.002458135,0.013916171
BRD7,1360.265494,0.034075507,0.340290988,0.100136379,0.920236054,0.955506258
BRD7P1,3.021428403,0.746993854,2.274054519,0.328485464,0.742544633,0.839509948
BRD7P2,7.585574022,-0.468773868,1.785058107,-0.262609865,0.792851296,0.874518006
BRD7P3,63.04403527,2.754553384,1.18302923,2.328389963,0.019891406,0.069484013
BRD7P4,55.40023615,1.836487078,0.848391658,2.164668948,0.030413047,0.095587285
BRD7P5,0.790821724,2.454782235,3.417146232,0.718372018,0.472527935,NA
BRD7P6,0,NA,NA,NA,NA,NA
BRD8,576.8595715,-0.00251449,0.379250691,-0.006630152,0.994709943,0.997028648
BRD9,676.2390142,-0.360319522,0.374083146,-0.963207045,0.33544363,0.503797119
BRD9P1,0,NA,NA,NA,NA,NA
BRD9P2,0.101893482,-1.999591134,3.510398289,-0.569619447,0.568935835,NA
BRDT,132.543795,-4.115586462,0.950930494,-4.327957183,1.50E-05,0.000229946
BRDTP1,0.536042448,-1.876119005,3.504235129,-0.535386164,0.592382855,NA
BRF1,505.3708069,-1.258411693,0.330566031,-3.806839106,0.000140754,0.001434082
BRF2,114.9312744,0.503176914,0.797577974,0.630881155,0.528118234,0.679978657
BRI3,816.1583899,-0.416139518,0.384077934,-1.083476767,0.278596858,0.445393101
BRI3BP,472.0267515,-0.009893323,0.377512048,-0.026206642,0.979092519,0.988474121
BRI3BPP1,17.56040011,0.888652277,1.76536587,0.503381362,0.614696173,0.749371145
BRI3P1,3.143759971,-0.100879816,1.841054978,-0.05479457,0.956302126,0.976146497
BRI3P2,0,NA,NA,NA,NA,NA
BRI3P3,0.979713939,0.273793988,3.402074777,0.080478533,0.935856669,NA
BRICD5,13.18479032,-0.284969422,1.59739804,-0.178396001,0.85841199,0.916218439
BRINP1,3.621733827,3.317096069,2.445872178,1.356201726,0.175034993,0.325167495
BRINP2,0.477322449,-0.882430892,3.44605096,-0.256070181,0.797896647,NA
BRINP3,4.043349039,-1.493423708,1.807495962,-0.826239029,0.408668513,0.57561751
BRIP1,991.0887971,0.292665039,0.365017196,0.80178425,0.422677771,0.589107957
BRIX1,237.4710911,0.411961683,0.711214556,0.579236855,0.562429366,0.707061408
BRIX1P1,2.661542895,3.756479466,2.257235157,1.664195002,0.096073467,0.215067795
BRK1,1018.643082,-1.174883255,0.522761101,-2.247457305,0.024610816,0.081388304
BRK1P1,0.160004062,-0.305827029,3.481549206,-0.087842225,0.930002077,NA
BRK1P2,3.796001432,-5.939996936,3.400556849,-1.746771838,0.080676924,0.190662223
BRME1,77.14124786,-4.709593499,0.737732775,-6.383874567,1.73E-10,1.27E-08
BRMS1,196.1830919,-1.557532317,0.47160841,-3.302596568,0.000957941,0.006625177
BRMS1L,141.6639135,-0.317352994,0.286075799,-1.109331845,0.267287052,0.433463727
BROX,1216.33431,0.475284824,0.310472853,1.530841809,0.125808494,0.258794549
BRPF1,346.6288909,-0.28371843,0.434758079,-0.652589207,0.514021146,0.667724294
BRPF3,483.7165047,-0.696302392,0.378129605,-1.841438445,0.065557333,0.165803635
BRS3,1.687513765,-0.65098506,3.201308327,-0.203349691,0.838861719,NA
BRSK1,38.16472929,-2.527478046,0.885406911,-2.854594892,0.004309176,0.021555608
BRSK2,106.4470763,-4.063186878,0.771371894,-5.267481109,1.38E-07,4.19E-06
BRWD1,3250.376499,1.497578605,0.404927838,3.69838392,0.000216977,0.002031124
BRWD1P1,0,NA,NA,NA,NA,NA
BRWD1P2,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
BRWD1P3,3.339440445,1.293999685,2.415263001,0.535759329,0.592124894,0.731256573
BRWD3,1602.989837,0.393228062,0.206238981,1.906662162,0.05656435,0.149322994
BSCL2,119.0669057,-2.077215594,0.463628496,-4.480344953,7.45E-06,0.00013
BSDC1,854.2232498,-0.2149882,0.353748375,-0.607743285,0.54335775,0.692003629
BSG,1754.371141,-1.181452468,0.26612279,-4.439501291,9.02E-06,0.000151207
BSN,59.52502123,-2.137882507,0.745010703,-2.869599725,0.004109917,0.020793615
BSND,48.48369798,0.517770763,0.572430103,0.904513512,0.365723173,0.535156164
BSNDP1,0.490757944,1.91658,3.433203462,0.558248301,0.576674842,NA
BSNDP2,3.65179271,0.228040233,1.989786106,0.1146054,NA,NA
BSNDP3,0,NA,NA,NA,NA,NA
BSNDP4,6.533546396,-5.939084081,3.212514786,-1.848733617,NA,NA
BSPH1,0,NA,NA,NA,NA,NA
BSPRY,25.95315589,2.896801976,1.14866413,2.521887731,0.011672696,0.046427664
BST1,210.3510382,0.683483731,0.461811508,1.480005845,0.138871687,0.276757877
BST2,410.8766069,-1.491228926,0.613215183,-2.431819966,0.015023173,0.05640125
BSX,0.659724292,-3.129796969,3.491670222,-0.896360988,0.370059996,NA
BTAF1,2196.945929,2.208638585,0.587182852,3.761415335,0.000168955,0.001657052
BTBD1,1049.032447,0.6664546,0.312004411,2.136042239,0.032675971,0.100808632
BTBD10,575.428991,1.026654298,0.280741218,3.65694181,0.000255242,0.002328645
BTBD10P1,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
BTBD10P2,8.418239314,1.51733928,1.64876454,0.920288642,0.357421943,0.526761093
BTBD11,158.6472873,2.285433778,0.484699762,4.715153499,2.42E-06,4.91E-05
BTBD16,13.67802434,0.786655823,1.648824285,0.477101066,0.633290156,0.763340129
BTBD17,0,NA,NA,NA,NA,NA
BTBD18,59.39335676,2.671588193,0.724518822,3.687396535,0.00022656,0.002102624
BTBD19,1062.016749,-3.45228545,0.48494971,-7.118852486,1.09E-12,1.28E-10
BTBD2,586.4891734,-2.013284017,0.331221186,-6.078367278,1.21E-09,7.00E-08
BTBD3,381.7322426,0.984665484,0.388084742,2.537243484,0.011172922,0.044885779
